station_name,station_id,latitude,longitude,city,state
"Vaikuntapuram, Tirupati - APPCB",site_5666,13.615387,79.40923,,
"Deen Dayal Nagar, Gwalior - MPPCB",site_5667,26.259242,78.216432,,
"Bata Chowk, Nalbari - PCBA",site_5668,26.446912,91.439057,,
"Central Academy for SFS, Byrnihat - PCBA",site_5669,26.071318,91.87488,,
"Meher Colony, Baripada - OSPCB",site_5670,21.941841,86.728318,,
"Jagamohanpur, Keonjhar - OSPCB",site_5671,21.6439,85.599355,,
"Divisional Forest Office, Rairangpur - OSPCB",site_5672,22.265816,86.174829,,
"Tata Township, Bileipada - OSPCB",site_5673,22.06156703,85.47409613,,
"Dabuna, Nayagarh - OSPCB",site_5674,21.847279,85.416905,,
"Raghunathpali, Rourkela - OSPCB",site_5675,22.220833,84.809444,,
"OMC Colony, Suakati - OSPCB",site_5676,21.606865,85.510538,,
"Barsua Iron Ore Mines, Tensa - OSPCB",site_5677,21.869985,85.167016,,
"RVCE-Mailasandra, Bengaluru - KSPCB",site_5678,12.921418,77.502466,,
"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",site_5679,17.336318,76.847397,,
"Lingaraj Nagar, Hubballi - KSPCB",site_5680,15.3714823,75.1160168,,
"Kasturi Nagar, Bengaluru - KSPCB",site_5681,13.003872,77.664217,,
"Thimmalapura, Tumakuru - KSPCB",site_5682,13.377516,77.099072,,
"LGBI Airport, Guwahati - PCBA",site_5683,26.10887,91.589544,,
"Tarapur, Silchar - PCBA",site_5684,24.82827,92.79525,,
"Kanuru, Vijayawada - APPCB",site_5685,16.486692,80.699436,,
"Shivapura_Peenya, Bengaluru - KSPCB",site_5686,13.0246342,77.5080115,,
"Fertilizer Township, Rourkela - OSPCB",site_5687,22.18972222,84.86277778,,
"Sector-2, Rourkela - OSPCB",site_5688,22.245,84.88111111,,
"Nawapara SECL Colony, Chhal - CECB",site_5689,22.118125,83.140608,,
"OP Jindal School, Kunjemura - CECB",site_5690,22.12665,83.483212,,
"Govt. Higher Secondary School, Milupara - CECB",site_5691,22.1910172,83.5197009,,
"OP Jindal Industrial Park, Tumidih - CECB",site_5692,22.06631475,83.33820077,,
"Yerramukkapalli, Kadapa - APPCB",site_5693,14.465052,78.824187,,
"Alandur Bus Depot, Chennai - CPCB",site_293,12.9099161,80.1076538,,
"Samrat Ashok Udhyan, Jodhpur - RSPCB",site_5694,26.253384,72.976571,,
"Krishna Nagar, Bharatpur - RSPCB",site_5695,27.215415,77.50873,,
"MM Ground, Bikaner - RSPCB",site_5696,28.018792,73.292658,,
"Subash Chowk, Churu - RSPCB",site_5699,28.296139,74.961696,,
"Raja Ganj, Dholpur - RSPCB",site_5700,26.699557,77.898881,,
"Nayapura, Kota - RSPCB",site_5701,25.196024,75.855668,,
"Shastri Nagar, Tonk - RSPCB",site_5702,26.159933,75.780517,,
"Shivaji Nagar, Rishikesh - UKPCB",site_5703,30.075911,78.2859547,,
"Govt. Girls Inter College, Kashipur - UKPCB",site_5704,29.2124114,78.9611753,,
"Vedhaynath Colony, Sirohi - RSPCB",site_5705,24.885261,72.857549,,
"Sona College of Technology, Salem - TNPCB",site_5622,11.679111,78.125052,,
"Christianpatty, Nagaon - PCBA",site_5706,26.349082,92.68449,,
"Dhanmandi, Kota - RSPCB",site_5707,25.16409,75.858137,,
"Idgah Hills, Bhopal - MPPCB",site_5708,23.264759,77.381568,,
"Vijay Nagar Scheme-78, Indore - Glenmark",site_5709,22.76726,75.8871,,
"Sardar Patel Nagar, Dhanbad - JSPCB",site_5710,23.80569,86.44268,,
"Rati Talai, Banswara - RSPCB",site_5711,23.55519,74.44001,,
"Shastri Nagar, Chittorgarh - RSPCB",site_5712,24.892047,74.623527,,
"Khatikan Mohalla, Dausa - RSPCB",site_5713,26.895552,76.334753,,
"Railway Colony, Barmer - RSPCB",site_5714,25.747299,71.393989,,
"Housing Board, Hanumangarh - RSPCB",site_5715,29.61075,74.283608,,
"Sahu Nagar, Sawai Madhopur - RSPCB",site_5716,26.031443,76.359327,,
"Indra Nagar, Jhunjhunu - RSPCB",site_5717,28.108988,75.386577,,
"Dhoinda, Rajsamand - RSPCB",site_5718,25.03636,73.883502,,
"Old City, Sri Ganganagar - RSPCB",site_5719,29.931624,73.864511,,
"Jhalamand, Jodhpur - RSPCB",site_5720,26.215415,73.070156,,
"Pragati Nagar, Pratapgarh - RSPCB",site_5721,24.041198,74.780702,,
"Radhakishan Pura, Sikar - RSPCB",site_5722,27.608912,75.153302,,
"Satyawati Vihar, Karauli - RSPCB",site_5723,26.506177,77.025989,,
"Rajlaxmi Nagar, Jhalawar - RSPCB",site_5724,24.588397,76.172782,,
"Mansarovar Sector-12, Jaipur - RSPCB",site_5725,26.843698,75.766894,,
"Digari Kalan, Jodhpur - RSPCB",site_5726,26.29581,73.082283,,
"Sector-2 Murlipura, Jaipur - RSPCB",site_5727,26.960669,75.771817,,
"RIICO Sitapura, Jaipur - RSPCB",site_5728,26.786682,75.827928,,
"Jigani, Bengaluru - KSPCB",site_5729,12.7816279,77.6299145,,
"Gavalinagar, Pimpri Chinchwad - MPCB",site_5763,18.63673,73.82487,,
"Park Street Wakad, Pimpri Chinchwad - MPCB",site_5764,18.59051,73.77946,,
"Thergaon, Pimpri Chinchwad - MPCB",site_5765,18.616318,73.765797,,
"Katraj Dairy, Pune - MPCB",site_5766,18.45445,73.854155,,
"Savitribai Phule Pune University, Pune - MPCB",site_5767,18.547056,73.826908,,
"Shivaji University, Kolhapur - MPCB",site_5768,16.6870449,74.2505872,,
"Sinchan Bhavan, Kolhapur - MPCB",site_5769,16.7143745,74.2426398,,
"Pratap Nagar, Bhilwara - RSPCB",site_5770,25.339605,74.618883,,
"New Colony, Bundi - RSPCB",site_5771,25.435774,75.644272,,
"Sadar Bazar, Jaisalmer - RSPCB",site_5772,26.912329,70.909168,,
"Mandor, Jodhpur - RSPCB",site_5773,26.358805,73.047444,,
"Vijay Nagar, Sangli - MPCB",site_5774,16.5038,74.3623,,
"Bamboliya, Baran - RSPCB",site_5775,25.106006,76.469948,,
"Ratandeep Housing Society, Solapur - MPCB",site_5776,17.65439,75.90649,,
"Dnyaneshwar Nagar, Solapur - MPCB",site_5777,17.6336264,75.9132495,,
"Karni Colony, Nagaur - RSPCB",site_5778,27.213494,73.734444,,
"Pandav Nagari, Nashik - MPCB",site_5779,19.9591346,73.7788008,,
"Sawe Wadi, Latur - MPCB",site_5780,18.39963,76.57452,,
"MIDC Ambad, Nashik - MPCB",site_5781,19.95022,73.73148,,
"Kamble Tarf Birwadi, Mahad - MPCB",site_5783,18.1023399,73.4783687,,
"Ramdaspeth, Akola - MPCB",site_5784,20.719516,77.000253,,
"Tarakpur, Ahmednagar - MPCB",site_5785,19.10122,74.73339,,
"Shivneri Colony, Amravati - MPCB",site_5786,20.9402359,77.7895248,,
"Shri Shivaji Science College, Amravati - MPCB",site_5787,20.939198,77.765701,,
"MIDC Chilkalthana, Aurangabad - MPCB",site_5788,19.87562,75.38731,,
"Rachnakar Colony, Aurangabad - MPCB",site_5789,19.863756,75.321188,,
"Prabhat Colony, Jalgaon - MPCB",site_5790,21.001264,75.565602,,
"Old MIDC, Jalna - MPCB",site_5791,19.854616,75.905894,,
"Ambazari, Nagpur - MPCB",site_5792,21.121801,79.04952,,
"Ram Nagar, Nagpur - MPCB",site_5793,21.143383,79.048912,,
"Masoom Colony, Parbhani - MPCB",site_5794,19.265594,76.761463,,
"Sneh Nagar, Nanded - MPCB",site_5795,19.173852,77.296291,,
"Mahal, Nagpur - MPCB",site_5796,21.14472,79.107595,,
"Kasarvadavali, Thane - MPCB",site_5797,19.26777,72.97182,,
"Katrap, Badlapur - MPCB",site_5798,19.16485,73.23409,,
"Sector-2E Kalamboli, Navi Mumbai - MPCB",site_5799,19.02579,73.10297,,
"Upvan Fort, Thane - MPCB",site_5800,19.222279,72.957979,,
"Mahesh Nagar, Malegaon - MPCB",site_5802,20.555712,74.529236,,
"Tondare-Taloja, Navi Mumbai - MPCB",site_5803,19.063,73.1209,,
"CBD Belapur, Belapur - MPCB",site_5804,19.0243902,73.0406721,,
"Kopripada-Vashi, Navi Mumbai - MPCB",site_5805,19.090337,73.014232,,
"Bhayandar West, Mira-Bhayandar - MPCB",site_5806,19.296481,72.840923,,
"Mindspace-Malad West, Mumbai - MPCB",site_5807,19.1878657,72.8304069,,
"Bolinj, Virar - MPCB",site_5808,19.445821,72.7988231,,
"Khaira, Boisar - MPCB",site_5809,19.786089,72.757971,,
"Bandra Kurla Complex, Mumbai - MPCB",site_5810,19.065931,72.862131,,
"Chembur, Mumbai - MPCB",site_5811,19.0364585,72.8954371,,
"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",site_5812,19.235581,73.159121,,
"Gokul Nagar, Bhiwandi - MPCB",site_5813,19.309073,73.057223,,
"Kherwadi_Bandra East, Mumbai - MPCB",site_5814,19.0632143,72.8456324,,
"Sanpada, Navi Mumbai - MPCB",site_5815,19.0575752,73.0151367,,
"Suhagi, Jabalpur - JMC",site_5816,23.218135,79.95777,,
"Gupteshwar, Jabalpur - JMC",site_5817,23.142888,79.916147,,
"Kalakusuma, Dhanbad - DMC",site_5827,23.811548,86.481238,,
"Mohalbani Ghat, Pathardih - DMC",site_5832,23.66988,86.411725,,
"HB Colony, Vijayawada - APPCB",site_5848,16.536107,80.594233,,
"Rajiv Gandhi Park, Vijayawada - APPCB",site_5849,16.509717,80.612222,,
"Bhoiwada, Dungarpur - RSPCB",site_5850,23.837789,73.714926,,
"Mudtra Sili, Jalore - RSPCB",site_5851,25.344694,72.626208,,
"Residency Area, Indore - IMC",site_5854,22.7084,75.8815,,
"Regional Park, Indore - IMC",site_5855,22.678,75.8559,,
"Maguda Nagar, Indore - IMC",site_5856,22.7524,75.8872,,
"Airport Area, Indore - IMC",site_5857,22.7289,75.8076,,
"Jayanagar 5th Block, Bengaluru - KSPCB",site_1556,12.920984,77.584908,,
"Silk Board, Bengaluru - KSPCB",site_1558,12.917348,77.622813,,
"Vijay Nagar, Ramanagara - KSPCB",site_5255,12.733409,77.298051,,
"Central University, Hyderabad - TSPCB",site_262,17.460103,78.334361,,
"Kalidaspur, Balasore - OSPCB",site_5937,21.51161,86.89088,,
"Forest Office, Barbil - OSPCB",site_5938,22.1166054,85.3945546,,
"Hakimapada, Angul - OSPCB",site_5939,20.832874,85.104082,,
"Lingraj Mandir, Bhubaneswar - OSPCB",site_5940,20.24079,85.836784,,
"CDA Area, Cuttack - OSPCB",site_5941,20.48891,85.84768,,
"Patia, Bhubaneswar - OSPCB",site_5943,20.34652,85.8163,,
"Ferro Chrome Colony, Byasanagar - OSPCB",site_5942,20.94185,86.1151,,
"SVSPA Campus, Barrackpore - WBPCB",site_5959,22.7605581,88.3617589,,
"Naubad, Bidar - KSPCB",site_5418,17.930306,77.482194,,
"Byculla, Mumbai - BMC",site_5960,18.9767,72.838,,
"Murthal, Sonipat - HSPCB",site_5041,29.0272,77.0621,,
"Arya Nagar, Bahadurgarh - HSPCB",site_5045,28.6701,76.9254,,
"Shyam Nagar, Palwal - HSPCB",site_5050,28.1485564,77.3320667,,
"Shivaji Nagar, Mumbai - BMC",site_5961,19.060498,72.923356,,
"Gandhi Nagar_Ennore, Chennai - TNPCB",site_5618,13.218341,80.32027,,
"Kandivali West, Mumbai - BMC",site_5962,19.215859,72.831718,,
"Sewri, Mumbai - BMC",site_5963,19.000084,72.85673,,
"Ghatkopar, Mumbai - BMC",site_5964,19.083694,72.920967,,
"Govindh Bhavan Colony, Jabalpur - JMC",site_5965,23.163174,79.973061,,
"SIPCOT Nathampannai, Pudukottai - TNPCB",site_5978,10.423417,78.784889,,
"KHB Colony, Karwar - KSPCB",site_5853,14.816666,74.141003,,
"Deopur, Dhule - MPCB",site_5801,20.918946,74.776388,,
"Rajiv Nagar, Vijayawada - APPCB",site_5981,16.554731,80.64911,,
"Rajbagh, Srinagar - JKPCC",site_5424,34.066206,74.81982,,
"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",site_5982,28.207266,76.829265,,
"PCBL Residential Complex, Durgapur - WBPCB",site_5983,23.508764,87.35444,,
"Brahmagiri, Udupi - KSPCB",site_5433,13.34194444,74.74694444,,
"Evelyn Lodge, Asansol - WBPCB",site_5985,23.697936,86.944395,,
"Mahabir Colliery, Asansol - WBPCB",site_5986,23.618183,87.105718,,
"Bhumkar Nagar, Pune - IITM",site_5988,18.60577,73.749976,,
"Botanical Garden, Howrah - WBPCB",site_5989,22.554954,88.292568,,
"Trivenidevi Bhalotia College, Asansol - WBPCB",site_5995,23.616515,87.119133,,
"Panchawati_Pashan, Pune - IITM",site_5996,18.536457,73.805454,,
"SIPCOT Industrial Park, Perundurai - TNPCB",site_5997,11.258242,77.552761,,
"Savta Mali Nagar, Pimpri-Chinchwad - IITM",site_5998,18.614767,73.799516,,
"Mahishkapur Road_B-Zone, Durgapur - WBPCB",site_6008,23.567923,87.306843,,
"Dasnagar, Howrah - WBPCB",site_6009,22.6025571,88.3105664,,
"Sector-51, Gurugram - HSPCB",site_5345,28.4227,77.0667,,
"Hombegowda Nagar, Bengaluru - KSPCB",site_1555,12.938539,77.5901,,
"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",site_1565,17.321993,76.822628,,
"B.Katihalli, Hassan - KSPCB",site_5448,13.008556,76.125258,,
"Kariavattom, Thiruvananthapuram - Kerala PCB",site_5331,8.5637,76.8865,,
"Sector-1, Noida - UPPCB",site_5123,28.5898,77.3101,,
"Mulund West, Mumbai - MPCB",site_5413,19.175,72.9419,,
"Rishi Nagar, Kaithal - HSPCB",site_5072,29.8006,76.4155,,
"Zero Point GICI, Gangtok - SSPCB",site_5590,27.33853,88.614099,,
"Muradpur, Patna - BSPCB",site_5261,25.619651,85.147382,,
"Municipal Corporation Office, Dharuhera -  HSPCB",site_5044,28.2068,76.7997,,
"Deonar, Mumbai - IITM",site_5396,19.04946,72.923,,
"Bandhavgar Colony, Satna - Birla Cement",site_1433,24.58434363,80.8549414,,
"H.B. Colony, Bhiwani - HSPCB",site_5047,28.806223,76.141105,,
"Kendriya Vidyalaya, Lucknow - CPCB",site_272,26.906111,80.948222,,
"Peenya, Bengaluru - CPCB",site_163,13.0270199,77.494094,,
"Transport Nagar, Moradabad - UPPCB",site_5613,28.802625,78.753728,,
"Lumpyngngad, Shillong - Meghalaya PCB",site_5131,25.5586,91.8985,,
"Police Lines, Jind - HSPCB",site_5056,29.307814,76.337619,,
"Police Line, Sri Vijaya Puram - ANPCC",site_6010,11.654054,92.734055,,
"Hathkhoj, Bhilai - CECB",site_5659,21.224231,81.40835,,
"Collectorate Office, Virudhunagar - TNPCB",site_5979,9.559382,77.948828,,
"Amity University, Panchgaon - IITM",site_6011,28.3153,76.9143,,
"Dhankawadi, Pune - IITM",site_6012,18.459883,73.852193,,
"Ponnusamy Nagar, Namakkal - TNPCB",site_6032,11.273992,78.163545,,
"BTM Layout, Bengaluru - CPCB",site_162,12.9135218,77.5950804,,
"NSIT Dwarka, Delhi - CPCB",site_115,28.60909,77.0325413,,
"Burari Crossing, Delhi - IMD",site_104,28.7256504,77.2011573,,
"Bapuji Nagar, Bengaluru - KSPCB",site_1553,12.951913,77.539784,,
"Hebbal, Bengaluru - KSPCB",site_1554,13.029152,77.585901,,
"Stuart Hill, Madikeri - KSPCB",site_5391,12.415911,75.73505,,
"Chikkaballapur Rural, Chikkaballapur - KSPCB",site_1557,13.428828,77.731418,,
"Hirawadi, Nashik - MPCB",site_5782,20.021503,73.813844,,
"IIT Delhi, Delhi - IITM",site_6060,28.54246,77.191651,,
"Khunmoh, Srinagar - JKPCC",site_6061,34.06313,74.96017,,
"Khrew, Pampore - JKPCC",site_6062,34.031606,75.009712,,
"Mahashweta Nagar, Ujjain - MPPCB",site_6063,23.1633321,75.800225,,
"Vidhyanagar, Bhavnagar - Nexteng Enviro",site_6064,21.755417,72.139056,,
